,Procedure,Outcome,Features,Model,Rep,Fold,FPR,TPR,Thresholds
166,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01185477895776735,0.41379310344827586,0.7301829364780239
167,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011978266238577426,0.41379310344827586,0.7300629405084738
168,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011978266238577426,0.41576354679802957,0.7296584342555157
169,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01222524080019758,0.41576354679802957,0.7288682168196063
170,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01222524080019758,0.41674876847290643,0.7286534373130881
171,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012348728081007657,0.41674876847290643,0.7282188586460733
172,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012348728081007657,0.42019704433497534,0.7267670627433606
173,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012472215361817732,0.42019704433497534,0.726660380939117
174,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012472215361817732,0.42167487684729066,0.7258296929678505
175,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012595702642627809,0.42167487684729066,0.7257689245786995
176,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012595702642627809,0.4236453201970443,0.7251270602484869
177,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012719189923437886,0.4236453201970443,0.7247535870952703
178,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.012719189923437886,0.42561576354679803,0.7241412142732843
179,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01296616448505804,0.42561576354679803,0.7240787952864142
180,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01296616448505804,0.43054187192118226,0.7232793731108075
181,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013089651765868116,0.43054187192118226,0.7232207662400459
182,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013089651765868116,0.4330049261083744,0.7227319312907537
183,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013213139046678191,0.4330049261083744,0.722560046282835
184,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013213139046678191,0.43349753694581283,0.7224475254033296
185,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013336626327488268,0.43349753694581283,0.7224007850204018
186,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013336626327488268,0.43940886699507387,0.720058619806699
187,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013460113608298345,0.43940886699507387,0.7197765323235708
188,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013460113608298345,0.4408866995073892,0.7191022886628098
189,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013583600889108422,0.4408866995073892,0.7190708547167878
190,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013583600889108422,0.44187192118226604,0.7188146949019739
191,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013707088169918499,0.44187192118226604,0.7186632918017443
192,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013707088169918499,0.44532019704433495,0.7174197273644788
193,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013830575450728575,0.44532019704433495,0.7170457532897725
194,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013830575450728575,0.44679802955665027,0.7169303490303008
195,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013954062731538652,0.44679802955665027,0.7168194616524047
196,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.013954062731538652,0.4482758620689655,0.71614190072339
197,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014077550012348727,0.4482758620689655,0.7156841744583745
198,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014077550012348727,0.4487684729064039,0.7155728398493834
199,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014201037293158804,0.4487684729064039,0.7154004057346958
200,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014201037293158804,0.4492610837438424,0.7151743000606556
201,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014324524573968881,0.4492610837438424,0.7151739525248938
202,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014324524573968881,0.45123152709359604,0.7143853965636339
203,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014448011854778958,0.45123152709359604,0.7143081030908259
204,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014448011854778958,0.4517241379310345,0.7140842271717059
205,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014694986416399112,0.4517241379310345,0.7137491937975559
206,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014694986416399112,0.4522167487684729,0.7137287804906045
207,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014941960978019263,0.4522167487684729,0.7135557396522929
208,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.014941960978019263,0.45270935960591135,0.7131976334203138
209,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01506544825882934,0.45270935960591135,0.7131445298416872
210,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01506544825882934,0.45320197044334976,0.7129170618810377
211,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.015312422820449494,0.45320197044334976,0.7126509313039323
